freq_MHz,dBuV_x
31215625.0,8.46525
31218750.0,8.46286
31221875.0,8.46092
31225000.0,8.45941
31228125.0,8.45829
31231250.0,8.45747
31234375.0,8.45691
31237500.0,8.45652
31240625.0,8.45624
31243750.0,8.45596
31246875.0,8.45564
31250000.0,8.45519
31253125.0,8.45454
31256250.0,8.45361
31259375.0,8.45236
31262500.0,8.45071
31265625.0,8.44862
31268750.0,8.44607
31271875.0,8.44303
31275000.0,8.43947
31278125.0,8.43536
31281250.0,8.43075
31284375.0,8.42561
31287500.0,8.41998
31290625.0,8.41388
31293750.0,8.40735
31296875.0,8.40045
31300000.0,8.39319
31303125.0,8.38568
31306250.0,8.37795
31309375.0,8.37009048
31312500.0,8.36217
31315625.0,8.35427
31318750.0,8.34648
31321875.0,8.33887
31325000.0,8.33154
31328125.0,8.32457
31331250.0,8.31805
31334375.0,8.31208
31337500.0,8.30672
31340625.0,8.30207
31343750.0,8.29821
31346875.0,8.2952
31350000.0,8.29314
31353125.0,8.29206
31356250.0,8.29204
31359375.0,8.29312
31362500.0,8.29533
31365625.0,8.29873
31368750.0,8.30332
31371875.0,8.3091
31375000.0,8.31609
31378125.0,8.32425
31381250.0,8.33359051
31384375.0,8.34403
31387500.0,8.35554
31390625.0,8.36806
31393750.0,8.38149
31396875.0,8.39574051
31400000.0,8.41071
31403125.0,8.42629051
31406250.0,8.44235
31409375.0,8.45875
31412500.0,8.47534
31415625.0,8.49197
31418750.0,8.50849
31421875.0,8.52473
31425000.0,8.54053
31428125.0,8.55572
31431250.0,8.57012
31434375.0,8.5836
31437500.0,8.59599
31440625.0,8.60713
31443750.0,8.61691
31446875.0,8.62518
31450000.0,8.63181
31453125.0,8.63673
31456250.0,8.63983
31459375.0,8.64105
31462500.0,8.64033
31465625.0,8.63763
31468750.0,8.63293
31471875.0,8.62625
31475000.0,8.61758
31478125.0,8.60697
31481250.0,8.59448051
31484375.0,8.58018
31487500.0,8.56416
31490625.0,8.54652
31493750.0,8.52739048
31496875.0,8.50687
31500000.0,8.48516
31503125.0,8.46238
31506250.0,8.43871
31509375.0,8.4143
31512500.0,8.38936
31515625.0,8.36402
31518750.0,8.33852
31521875.0,8.31299
31525000.0,8.28763
31528125.0,8.26262
31531250.0,8.2381
31534375.0,8.21425
31537500.0,8.1912
31540625.0,8.1691
31543750.0,8.14805
31546875.0,8.12817
31550000.0,8.10955
31553125.0,8.09224
31556250.0,8.07629
31559375.0,8.06174
31562500.0,8.0486
31565625.0,8.03685
31568750.0,8.02644
31571875.0,8.01733
31575000.0,8.00946
31578125.0,8.0027
31581250.0,7.99696
31584375.0,7.99210024
31587500.0,7.988
31590625.0,7.98448
31593750.0,7.9814
31596875.0,7.97858
31600000.0,7.97587
31603125.0,7.97308
31606250.0,7.97005
31609375.0,7.96661
31612500.0,7.96263027
31615625.0,7.95797
31618750.0,7.9525
31621875.0,7.94611025
31625000.0,7.9387
31628125.0,7.93021
31631250.0,7.92061
31634375.0,7.90984
31637500.0,7.89792
31640625.0,7.88486
31643750.0,7.87072
31646875.0,7.85554028
31650000.0,7.83942
31653125.0,7.82246
31656250.0,7.80481
31659375.0,7.78658
31662500.0,7.76794
31665625.0,7.74906
31668750.0,7.73012
31671875.0,7.71129
31675000.0,7.69276
31678125.0,7.67473
31681250.0,7.65736
31684375.0,7.64085
31687500.0,7.62535
31690625.0,7.61101
31693750.0,7.59798
31696875.0,7.5864
31700000.0,7.57634
31703125.0,7.56791
31706250.0,7.56114
31709375.0,7.55609
31712500.0,7.55277
31715625.0,7.55118
31718750.0,7.55126
31721875.0,7.55298
31725000.0,7.55624
31728125.0,7.56097
31731250.0,7.56705
31734375.0,7.57435
31737500.0,7.58273
31740625.0,7.59205
31743750.0,7.60213
31746875.0,7.61282
31750000.0,7.62395
31753125.0,7.63536024
31756250.0,7.64688
31759375.0,7.65836
31762500.0,7.66962
31765625.0,7.68053
31768750.0,7.69093
31771875.0,7.70071
31775000.0,7.70975
31778125.0,7.71792
31781250.0,7.72514
31784375.0,7.73129
31787500.0,7.73634
31790625.0,7.7402
31793750.0,7.74281025
31796875.0,7.74413
31800000.0,7.74413
31803125.0,7.74279
31806250.0,7.74007
31809375.0,7.73595
31812500.0,7.73044
31815625.0,7.76091
31818750.0,7.80567026
31821875.0,7.84833
31825000.0,7.88887024
31828125.0,7.9272
31831250.0,7.96333027
31834375.0,7.99721
31837500.0,8.02882
31840625.0,8.05816
31843750.0,8.08519
31846875.0,8.1099205
31850000.0,8.13235
31853125.0,8.15247
31856250.0,8.17026
31859375.0,8.18574
31862500.0,8.19889
31865625.0,8.2097
31868750.0,8.21818
31871875.0,8.22432
31875000.0,8.22813
31878125.0,8.2296
31881250.0,8.22873
31884375.0,8.22552
31887500.0,8.22
31890625.0,8.21218
31893750.0,8.20206
31896875.0,8.18969
31900000.0,8.17509
31903125.0,8.15828
31906250.0,8.13933
31909375.0,8.11826
31912500.0,8.09511
31915625.0,8.06995
31918750.0,8.04285049
31921875.0,8.01384
31925000.0,7.98297
31928125.0,7.95032024
31931250.0,7.91595
31934375.0,7.87987
31937500.0,7.84219027
31940625.0,7.8029
31943750.0,7.76208
31946875.0,7.71975
31950000.0,7.67596
31953125.0,7.63074
31956250.0,7.58413
31959375.0,7.53616
31962500.0,7.48688
31965625.0,7.43631
31968750.0,7.38451
31971875.0,7.33157
31975000.0,7.27753
31978125.0,7.22248
31981250.0,7.16653
31984375.0,7.10982
31987500.0,7.05244
31990625.0,6.99458027
31993750.0,6.9364
31996875.0,6.8781
32000000.0,6.8199
32003125.0,6.762
32006250.0,6.7046
32009375.0,6.64800024
32012500.0,6.5924
32015625.0,6.53810024
32018750.0,6.4852
32021875.0,6.434
32025000.0,6.3847
32028125.0,6.3374
32031250.0,6.2923
32034375.0,6.3239
32037500.0,6.3695
32040625.0,6.4149
32043750.0,6.4597
32046875.0,6.50370026
32050000.0,6.5466
32053125.0,6.5881
32056250.0,6.6278
32059375.0,6.6655
32062500.0,6.701
32065625.0,6.734
32068750.0,6.7642
32071875.0,6.7916
32075000.0,6.8158
32078125.0,6.8369
32081250.0,6.8545
32084375.0,6.8687
32087500.0,6.9758
32090625.0,7.09463024
32093750.0,7.20603
32096875.0,7.30971
32100000.0,7.40541
32103125.0,7.4929
32106250.0,7.57202
32109375.0,7.64256
32112500.0,7.70441
32115625.0,7.75742
32118750.0,7.80147028
32121875.0,7.83648
32125000.0,7.86238
32128125.0,7.87912
32131250.0,7.88666
32134375.0,7.88496
32137500.0,7.87402
32140625.0,7.85387
32143750.0,7.82449
32146875.0,7.78596
32150000.0,7.73829
32153125.0,7.68156
32156250.0,7.61583
32159375.0,7.5412
32162500.0,7.45776
32165625.0,7.36562
32168750.0,7.26492
32171875.0,7.15578
32175000.0,7.03838
32178125.0,6.9128
32181250.0,6.7793
32184375.0,6.638
32187500.0,6.4892
32190625.0,6.333
32193750.0,6.1696
32196875.0,6.24210024
32200000.0,6.3563
32203125.0,6.4643
32206250.0,6.5663
32209375.0,6.6627
32212500.0,6.7536
32215625.0,6.8393
32218750.0,6.9199
32221875.0,6.9956
32225000.0,7.06634
32228125.0,7.13219
32231250.0,7.19308
32234375.0,7.24896
32237500.0,7.29968
32240625.0,7.3451
32243750.0,7.38502026
32246875.0,7.41922
32250000.0,7.44746
32253125.0,7.46948
32256250.0,7.485
32259375.0,7.49374
32262500.0,7.49543
32265625.0,7.48975
32268750.0,7.47646
32271875.0,7.45526028
32275000.0,7.42586
32278125.0,7.38801
32281250.0,7.34145
32284375.0,7.28594
32287500.0,7.22124
32290625.0,7.14712
32293750.0,7.06337
32296875.0,6.9698
32300000.0,6.8662
32303125.0,6.7524
32306250.0,6.6283
32309375.0,6.4937
32312500.0,6.3747
32315625.0,6.3188
32318750.0,6.25090027
32321875.0,6.1713
32325000.0,6.0802
32328125.0,5.9782
32331250.0,5.86570024
32334375.0,5.7436
32337500.0,5.6128
32340625.0,5.4928
32343750.0,5.5335
32346875.0,5.5681
32350000.0,5.5966
32353125.0,5.619
32356250.0,5.6355
32359375.0,5.6461
32362500.0,5.651
32365625.0,5.6503
32368750.0,5.6443
32371875.0,5.6331
32375000.0,5.6169
32378125.0,5.596
32381250.0,5.5708
32384375.0,5.6328
32387500.0,5.7087
32390625.0,5.7882
32393750.0,5.8709
32396875.0,5.9568
32400000.0,6.04550028
32403125.0,6.1365
32406250.0,6.2295
32409375.0,6.3238
32412500.0,6.4189
32415625.0,6.5142
32418750.0,6.6089
32421875.0,6.7025
32425000.0,6.7942
32428125.0,6.8832
32431250.0,6.969
32434375.0,7.05083
32437500.0,7.12804
32440625.0,7.2
32443750.0,7.26616
32446875.0,7.32597
32450000.0,7.37895
32453125.0,7.42466
32456250.0,7.46271
32459375.0,7.49279
32462500.0,7.51462
32465625.0,7.52798
32468750.0,7.53277
32471875.0,7.52887
32475000.0,7.51628
32478125.0,7.49509
32481250.0,7.46544027
32484375.0,7.42752028
32487500.0,7.38166
32490625.0,7.32822
32493750.0,7.26769
32496875.0,7.20064
32500000.0,7.12773
32503125.0,7.04973
32506250.0,6.9675
32509375.0,6.8819
32512500.0,6.794
32515625.0,6.9018
32518750.0,7.05195
32521875.0,7.19050026
32525000.0,7.31747
32528125.0,7.43294
32531250.0,7.53698
32534375.0,7.62971
32537500.0,7.7113
32540625.0,7.78186
32543750.0,7.84158
32546875.0,7.89065027
32550000.0,7.92928028
32553125.0,7.95765
32556250.0,7.97602
32559375.0,7.98463
32562500.0,7.98370028
32565625.0,7.97348
32568750.0,7.95424
32571875.0,7.92621
32575000.0,7.88969
32578125.0,7.84492
32581250.0,7.79216
32584375.0,7.73167
32587500.0,7.66371
32590625.0,7.58853
32593750.0,7.50639
32596875.0,7.41752
32600000.0,7.32218027
32603125.0,7.2206
32606250.0,7.11301
32609375.0,6.9996
32612500.0,7.01338
32615625.0,7.07212
32618750.0,7.1264
32621875.0,7.17586
32625000.0,7.22023
32628125.0,7.25928
32631250.0,7.29279
32634375.0,7.32069
32637500.0,7.34281
32640625.0,7.35915
32643750.0,7.36965
32646875.0,7.37434
32650000.0,7.37326
32653125.0,7.36647
32656250.0,7.35406
32659375.0,7.33616
32662500.0,7.31289
32665625.0,7.28441
32668750.0,7.25087
32671875.0,7.21249
32675000.0,7.16944027
32678125.0,7.12195
32681250.0,7.07022
32684375.0,7.01451
32687500.0,6.955
32690625.0,6.892
32693750.0,6.8257
32696875.0,6.7564
32700000.0,6.6844
32703125.0,6.6098
32706250.0,6.533
32709375.0,6.45420027
32712500.0,6.3736
32715625.0,6.2916
32718750.0,6.3288
32721875.0,6.45700026
32725000.0,6.5845
32728125.0,6.711
32731250.0,6.836
32734375.0,6.9589
32737500.0,7.07937
32740625.0,7.19693
32743750.0,7.3112
32746875.0,7.42185
32750000.0,7.52853
32753125.0,7.63093
32756250.0,7.72883
32759375.0,7.82195
32762500.0,7.91014
32765625.0,7.99321
32768750.0,8.07104
32771875.0,8.14354
32775000.0,8.21065
32778125.0,8.27232
32781250.0,8.32858
32784375.0,8.37947
32787500.0,8.42504
32790625.0,8.46543
32793750.0,8.50078
32796875.0,8.53125
32800000.0,8.55706
32803125.0,8.57843
32806250.0,8.59565
32809375.0,8.609
32812500.0,8.61879
32815625.0,8.62535
32818750.0,8.62903
32821875.0,8.63014
32825000.0,8.62908
32828125.0,8.62617
32831250.0,8.62175
32834375.0,8.61613
32837500.0,8.6096
32840625.0,8.6024
32843750.0,8.59479
32846875.0,8.58694
32850000.0,8.57901
32853125.0,8.57109
32856250.0,8.56326
32859375.0,8.55556
32862500.0,8.54797
32865625.0,8.54044
32868750.0,8.53294
32871875.0,8.52538
32875000.0,8.51766
32878125.0,8.5097
32881250.0,8.50142
32884375.0,8.49271
32887500.0,8.48354
32890625.0,8.47385
32893750.0,8.46364
32896875.0,8.45291
32900000.0,8.4417305
32903125.0,8.43016
32906250.0,8.41833
32909375.0,8.40641
32912500.0,8.39455
32915625.0,8.38294
32918750.0,8.37184048
32921875.0,8.36148
32925000.0,8.35213
32928125.0,8.34403
32931250.0,8.33747
32934375.0,8.33269
32937500.0,8.32994
32940625.0,8.32945
32943750.0,8.33143
32946875.0,8.33605
32950000.0,8.34348
32953125.0,8.35381
32956250.0,8.36713
32959375.0,8.38351
32962500.0,8.40295
32965625.0,8.42541
32968750.0,8.45087051
32971875.0,8.47922
32975000.0,8.51036
32978125.0,8.54414
32981250.0,8.58042049
32984375.0,8.619
32987500.0,8.65972
32990625.0,8.70234
32993750.0,8.74666
32996875.0,8.79245
33000000.0,8.83949
33003125.0,8.88754
33006250.0,8.93639
33009375.0,8.98576
33012500.0,9.03546
33015625.0,9.08525
33018750.0,9.13487
33021875.0,9.18415
33025000.0,9.23286
33028125.0,9.28077
33031250.0,9.32771
33034375.0,9.37347
33037500.0,9.41788
33040625.0,9.46075
33043750.0,9.50198
33046875.0,9.54138
33050000.0,9.57886
33053125.0,9.61428
33056250.0,9.64754
33059375.0,9.67858
33062500.0,9.70733
33065625.0,9.73373
33068750.0,9.75777
33071875.0,9.77941
33075000.0,9.79866
33078125.0,9.81552
33081250.0,9.83005
33084375.0,9.84227
33087500.0,9.85226
33090625.0,9.86006
33093750.0,9.86578
33096875.0,9.86952
33100000.0,9.87138
33103125.0,9.87151051
33106250.0,9.87003
33109375.0,9.86712
33112500.0,9.86292
33115625.0,9.85764
33118750.0,9.85144
33121875.0,9.84457
33125000.0,9.83721
33128125.0,9.82964
33131250.0,9.82208
33134375.0,9.81479
33137500.0,9.80805
33140625.0,9.80211
33143750.0,9.79725
33146875.0,9.79375
33150000.0,9.79185
33153125.0,9.79184
33156250.0,9.79394
33159375.0,9.79839
33162500.0,9.80537
33165625.0,9.81508
33168750.0,9.82764
33171875.0,9.84315
33175000.0,9.86171
33178125.0,9.88332
33181250.0,9.90799
33184375.0,9.93565
33187500.0,9.96625
33190625.0,9.99965
33193750.0,10.03569
33196875.0,10.07422
33200000.0,10.11502
33203125.0,10.15788
33206250.0,10.20259
33209375.0,10.24892
33212500.0,10.2966
33215625.0,10.34544
33218750.0,10.39519
33221875.0,10.44564
33225000.0,10.4966
33228125.0,10.54787
33231250.0,10.59927
33234375.0,10.6506405
33237500.0,10.70186
33240625.0,10.75276
33243750.0,10.80325
33246875.0,10.85321
33250000.0,10.90254
33253125.0,10.95116
33256250.0,10.99898
33259375.0,11.04595
33262500.0,11.09197
33265625.0,11.13699
33268750.0,11.18094
33271875.0,11.22374
33275000.0,11.26537
33278125.0,11.30576
33281250.0,11.34486
33284375.0,11.38262
33287500.0,11.419
33290625.0,11.45396
33293750.0,11.48748
33296875.0,11.51954
33300000.0,11.55012
33303125.0,11.57925
33306250.0,11.60691
33309375.0,11.63313
33312500.0,11.65795
33315625.0,11.6814
33318750.0,11.70352
33321875.0,11.7243805
33325000.0,11.74403
33328125.0,11.76256
33331250.0,11.78
33334375.0,11.79644
33337500.0,11.81193
33340625.0,11.82654
33343750.0,11.84032
33346875.0,11.85331
33350000.0,11.8655405
33353125.0,11.87704
33356250.0,11.88786
33359375.0,11.89795
33362500.0,11.9073305
33365625.0,11.91599
33368750.0,11.92392
33371875.0,11.93108
33375000.0,11.93748
33378125.0,11.94306
33381250.0,11.9478
33384375.0,11.9517
33387500.0,11.95473
33390625.0,11.95688
33393750.0,11.95817
33396875.0,11.9585905
33400000.0,11.95817
33403125.0,11.95693
33406250.0,11.95494
33409375.0,11.95221
33412500.0,11.94881
33415625.0,11.94483
33418750.0,11.94032
33421875.0,11.93534
33425000.0,11.93558
33428125.0,11.99173
33431250.0,12.04733
33434375.0,12.10223
33437500.0,12.1562605
33440625.0,12.20931
33443750.0,12.2612505
33446875.0,12.31198
33450000.0,12.36145
33453125.0,12.40959
33456250.0,12.45638
33459375.0,12.50181
33462500.0,12.54589
33465625.0,12.58864
33468750.0,12.63012
33471875.0,12.67039
33475000.0,12.70951
33478125.0,12.74757
33481250.0,12.78467
33484375.0,12.82091
33487500.0,12.85635
33490625.0,12.89115
33493750.0,12.92537
33496875.0,12.95913
33500000.0,12.99249
33503125.0,13.02557
33506250.0,13.05841
33509375.0,13.09108
33512500.0,13.12364
33515625.0,13.15613
33518750.0,13.18855
33521875.0,13.22094
33525000.0,13.25327
33528125.0,13.28551
33531250.0,13.31768
33534375.0,13.34969
33537500.0,13.3815
33540625.0,13.41304
33543750.0,13.44423
33546875.0,13.47496
33550000.0,13.50517
33553125.0,13.53474
33556250.0,13.56357
33559375.0,13.59155
33562500.0,13.61856
33565625.0,13.64452
33568750.0,13.6693
33571875.0,13.69282
33575000.0,13.71498
33578125.0,13.73572
33581250.0,13.75494
33584375.0,13.77263
33587500.0,13.78871
33590625.0,13.80319
33593750.0,13.81605
33596875.0,13.82733
33600000.0,13.83705
33603125.0,13.84528
33606250.0,13.85209
33609375.0,13.85759
33612500.0,13.86189
33615625.0,13.86515
33618750.0,13.86752
33621875.0,13.86914
33625000.0,13.87025
33628125.0,13.87103
33631250.0,13.8717
33634375.0,13.87247
33637500.0,13.88504
33640625.0,13.91817
33643750.0,13.94893
33646875.0,13.97749
33650000.0,14.00403
33653125.0,14.02867
33656250.0,14.05161
33659375.0,14.07301
33662500.0,14.093
33665625.0,14.11176
33668750.0,14.12942
33671875.0,14.14611
33675000.0,14.16196
33678125.0,14.17702
33681250.0,14.19141
33684375.0,14.20518
33687500.0,14.21838
33690625.0,14.231
33693750.0,14.24309
33696875.0,14.2546
33700000.0,14.26553
33703125.0,14.2824
33706250.0,14.32584
33709375.0,14.37096
33712500.0,14.41759
33715625.0,14.46555
33718750.0,14.51466
33721875.0,14.56471
33725000.0,14.61553
33728125.0,14.66691
33731250.0,14.71864
33734375.0,14.77055
33737500.0,14.82243
33740625.0,14.8741
33743750.0,14.92539
33746875.0,14.97612
33750000.0,15.02613
33753125.0,15.07526
33756250.0,15.12336
33759375.0,15.17029
33762500.0,15.2159
33765625.0,15.26009
33768750.0,15.30276
33771875.0,15.34379
33775000.0,15.38309
33778125.0,15.42058
33781250.0,15.45621
33784375.0,15.48991
33787500.0,15.52167
33790625.0,15.55144
33793750.0,15.57922
33796875.0,15.60503
33800000.0,15.62884
33803125.0,15.65074
33806250.0,15.67077
33809375.0,15.689
33812500.0,15.7055
33815625.0,15.72037
33818750.0,15.73375
33821875.0,15.74576
33825000.0,15.75654
33828125.0,15.76626
33831250.0,15.77507
33834375.0,15.78317
33837500.0,15.79074
33840625.0,15.79797
33843750.0,15.80508
33846875.0,15.81225
33850000.0,15.81969
33853125.0,15.82761
33856250.0,15.8362
33859375.0,15.84563
33862500.0,15.85611
33865625.0,15.86777
33868750.0,15.88074
33871875.0,15.89519
33875000.0,15.91117
33878125.0,15.92879
33881250.0,15.94808
33884375.0,15.96906
33887500.0,15.99174
33890625.0,16.01606
33893750.0,16.04195
33896875.0,16.06931
33900000.0,16.09801
33903125.0,16.12791
33906250.0,16.15883
33909375.0,16.19055
33912500.0,16.22287
33915625.0,16.25555
33918750.0,16.28835
33921875.0,16.32101
33925000.0,16.35329
33928125.0,16.38494
33931250.0,16.41569
33934375.0,16.44533
33937500.0,16.4736
33940625.0,16.50029
33943750.0,16.52522
33946875.0,16.5482
33950000.0,16.56906
33953125.0,16.58768
33956250.0,16.60391
